Category,Sum of Value,ADMIN LEVEL-1 (Division),ADMIN LEVEL-2 (District) ,BDP Climate Zone,Column,Sum of Geocode,Sum of Rank-Coping Capacity,Sum of Rank-Vulnerability,RISK CLASS,RISK CLASS-Lack of Coping Capcity,RISK CLASS-Vulnerability,RISK CLASS_Hazard Exposure,Sum of Rank-Risk
Epidemic,7.2,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Epidemic,7.3,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Epidemic,5.8,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Epidemic,6,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Flood Risk ( Riverine and Flash Flood),1.1,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Flood Risk ( Riverine and Flash Flood),8.7,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Flood Risk ( Riverine and Flash Flood),6.2,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Flood Risk ( Riverine and Flash Flood),6.3,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Flood Risk ( Riverine and Flash Flood),5.8,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Flood Risk ( Riverine and Flash Flood),1.2,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Flood Risk ( Riverine and Flash Flood),2,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Food Security,8.8,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Food Security,3.9,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Food Security,5.3,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Food Security,3.8,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Food Security,3.9,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Food Security,7.5,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Food Security,3.9,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Governance,7,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Governance,7,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Governance,7,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Governance,7,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Governance,7,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Governance,7,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Governance,7,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
HAZARD & EXPOSURE,6.6,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
HAZARD & EXPOSURE,5.9,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
HAZARD & EXPOSURE,5.9,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
HAZARD & EXPOSURE,5.9,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
HAZARD & EXPOSURE,6.2,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
HAZARD & EXPOSURE,5.4,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
HAZARD & EXPOSURE,5.9,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Human Hazard,6.4,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Human Hazard,6.4,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Human Hazard,6.4,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Human Hazard,6.4,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Human Hazard,6.4,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Human Hazard,6.4,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Human Hazard,6.4,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Inequality,5.6,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Inequality,7.2,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Inequality,6.1,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Inequality,5.4,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Inequality,6,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Inequality,5.5,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Inequality,5,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
INFORM Infrastructure,5.4,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
INFORM Infrastructure,3.9,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
INFORM Infrastructure,2.7,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
INFORM Infrastructure,3.2,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
INFORM Infrastructure,4.8,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
INFORM Infrastructure,5.9,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
INFORM Infrastructure,5.8,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
INFORM Natural Hazard,6.7,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
INFORM Natural Hazard,5.4,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
INFORM Natural Hazard,5.3,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
INFORM Natural Hazard,5.4,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
INFORM Natural Hazard,5.9,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
INFORM Natural Hazard,4.3,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
INFORM Natural Hazard,5.3,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
INFORM Other Vulnerable Groups,6.6,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
INFORM Other Vulnerable Groups,4.2,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
INFORM Other Vulnerable Groups,4.8,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
INFORM Other Vulnerable Groups,4.6,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
INFORM Other Vulnerable Groups,5.7,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
INFORM Other Vulnerable Groups,5.5,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
INFORM Other Vulnerable Groups,5.4,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
INFORM RISK,6.3,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
INFORM RISK,5.4,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
INFORM RISK,5.4,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
INFORM RISK,5.3,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
INFORM RISK,6.2,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
INFORM RISK,5.6,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
INFORM RISK,5.7,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
INFORM Socio-Economic Vulnerability,6.3,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
INFORM Socio-Economic Vulnerability,5.3,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
INFORM Socio-Economic Vulnerability,5.5,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
INFORM Socio-Economic Vulnerability,4.4,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
INFORM Socio-Economic Vulnerability,5.8,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
INFORM Socio-Economic Vulnerability,6,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
INFORM Socio-Economic Vulnerability,5.9,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
INFORM Vulnerability,7.2,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
INFORM Vulnerability,5,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
INFORM Vulnerability,5.3,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
INFORM Vulnerability,4.8,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
INFORM Vulnerability,7.1,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
INFORM Vulnerability,5.7,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
INFORM Vulnerability,6,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
INFORM Vulnerable Groups,8,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
INFORM Vulnerable Groups,4.7,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
INFORM Vulnerable Groups,5,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
INFORM Vulnerable Groups,5.2,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
INFORM Vulnerable Groups,8.1,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
INFORM Vulnerable Groups,5.4,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
INFORM Vulnerable Groups,6,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
INFROM Institution,5.2,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
INFROM Institution,6.2,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
INFROM Institution,6.5,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
INFROM Institution,6.9,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
INFROM Institution,6.2,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
INFROM Institution,5.5,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
INFROM Institution,4.8,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
LACK OF COPING CAPACITY,5.3,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
LACK OF COPING CAPACITY,5.2,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
LACK OF COPING CAPACITY,4.9,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
LACK OF COPING CAPACITY,5.3,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
LACK OF COPING CAPACITY,5.5,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
LACK OF COPING CAPACITY,5.7,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
LACK OF COPING CAPACITY,5.3,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Landslide,10,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Landslide,0,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Landslide,0,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Landslide,2.1,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Landslide,0,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Landslide,2.3,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Landslide,7.8,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Lightning,1.8,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Lightning,6.1,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Lightning,4.6,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Lightning,0,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Lightning,5.9,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Lightning,5.3,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Lightning,1.8,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Other Vulnerability,4.4,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Other Vulnerability,4.5,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Other Vulnerability,5.1,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Other Vulnerability,3.8,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Other Vulnerability,4.9,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Other Vulnerability,5.6,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Other Vulnerability,4.5,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Physical Connectivity,6.3,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Physical Connectivity,3,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Physical Connectivity,1.4,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Physical Connectivity,4,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Physical Connectivity,6.6,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Physical Connectivity,9.5,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Physical Connectivity,10,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Preparedness and Response,5.6,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Preparedness and Response,8.6,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Preparedness and Response,6.6,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Preparedness and Response,7.5,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Preparedness and Response,6.2,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Preparedness and Response,6.6,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Preparedness and Response,5.9,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Rank_Hazard Exposure,3,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Rank_Hazard Exposure,38,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Rank_Hazard Exposure,38,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Rank_Hazard Exposure,38,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Rank_Hazard Exposure,12,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Rank_Hazard Exposure,63,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Rank_Hazard Exposure,38,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Recen t Shocks,6.2,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Recen t Shocks,3.5,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Recen t Shocks,3.6,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Recen t Shocks,5.5,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Recen t Shocks,7,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Recen t Shocks,3.1,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Recen t Shocks,5.3,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Riverbank Erosion,0,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Riverbank Erosion,,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Riverbank Erosion,,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Riverbank Erosion,0,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
Riverbank Erosion,0,Chattogram,Cox's Bazar,Chittagong Hill Tract and Coast,BD2022,2022,10,2,Very High,Very High,Very High,High,2
Riverbank Erosion,0,Chattogram,Khagrachhari,Chittagong Hill Tract and Coast,BD2046,2046,1,15,High,Very High,Medium,Very Low,16
Riverbank Erosion,0,Chattogram,Rangamati,Chittagong Hill Tract and Coast,BD2084,2084,17,9,High,High,High,Low,11
Salinity Risk,10,Chattogram,Bandarban,Chittagong Hill Tract and Coast,BD2003,2003,17,1,Very High,High,Very High,Very High,1
Salinity Risk,0,Chattogram,Brahmanbaria,Chittagong Hill Tract and Coast,BD2012,2012,25,35,Medium,High,Low,Low,31
Salinity Risk,0,Chattogram,Chandpur,Chittagong Hill Tract and Coast,BD2013,2013,44,31,Medium,Low,Medium,Low,31
Salinity Risk,2.7,Chattogram,Chattogram,Chittagong Hill Tract and Coast,BD2015,2015,17,43,Medium,High,Low,Low,40
